J2,J1,AllIssues_Total_Freq,AllIssues_Case_Opps,Total_Freq,Case_Opps,Year,J1name,J1Prez,J1PrezParty,J1party,J2name,J2Prez,J2PrezParty,J2party,J_id,G1,G2,ColorValue,Topic
101,99,177,208,0,1,1981,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,99_101,1,1,-1,NA
92,91,145,231,0,0,1967,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,91_92,1,1,-1,NA
88,78,107,164,0,1,1959,HLBlack,FDR,D,D,TCClark,Truman,D,D,78_88,2,1,1,NA
114,110,77,84,1,1,2012,SGBreyer,Clinton,D,D,EKagan,Obama,D,D,110_114,2,2,1,NA
100,99,207,231,0,0,1972,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,99_100,1,1,-1,NA
109,108,49,82,0,1,2015,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,108_109,1,1,0,NA
113,110,81,94,0,0,2010,SGBreyer,Clinton,D,D,SSotomayor,Obama,D,I,110_113,2,2,1,NA
104,103,86,123,0,0,1997,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,1,-1,NA
105,103,48,95,0,0,2001,JPStevens,Ford,R,R,AScalia,Reagan,R,R,103_105,1,2,-1,NA
92,88,97,132,0,0,1956,TCClark,Truman,D,D,WJBrennan,Eisenhower,R,D,88_92,1,2,0,NA
110,105,59,92,0,0,2004,AScalia,Reagan,R,R,SGBreyer,Clinton,D,D,105_110,1,1,0,NA
108,105,109,110,0,0,2000,AScalia,Reagan,R,R,CThomas,Bush,R,R,105_108,2,2,-1,NA
107,105,69,110,0,0,2002,AScalia,Reagan,R,R,DHSouter,Bush,R,R,105_107,1,1,-1,NA
104,101,181,215,0,1,1985,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,101_104,1,1,-1,NA
101,99,176,200,0,0,1982,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,99_101,1,1,-1,NA
103,92,139,183,0,2,1988,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,92_103,2,2,-1,NA
100,92,149,182,0,0,1989,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,2,2,-1,NA
99,94,156,187,0,0,1980,PStewart,Eisenhower,R,R,WEBurger,Nixon,R,R,94_99,1,1,-1,NA
109,106,66,105,0,1,1999,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,106_109,2,1,0,NA
88,80,71,102,0,1,1951,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,80_88,1,1,1,NA
106,102,80,96,0,0,2001,WHRehnquist,Nixon,R,R,AMKennedy,Reagan,R,R,102_106,2,2,-1,NA
112,105,63,78,0,0,2007,AScalia,Reagan,R,R,SAAlito,WBush,R,R,105_112,2,2,-1,NA
109,108,56,110,0,0,2000,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,108_109,2,1,0,NA
90,78,186,222,0,1,1963,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,78_90,1,1,0,NA
112,108,41,45,0,0,2005,CThomas,Bush,R,R,SAAlito,WBush,R,R,108_112,1,1,-1,NA
81,78,94,143,0,6,1952,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,2,2,1,NA
113,106,66,83,0,0,2013,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,106_113,1,1,0,NA
92,78,129,172,0,1,1966,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,1,1,0,NA
93,81,88,166,0,2,1958,WODouglas,FDR,D,D,CEWhittaker,Eisenhower,R,R,81_93,1,2,0,NA
85,84,82,142,0,0,1947,RHJackson,FDR,D,D,WBRutledge,FDR,D,D,84_85,1,2,1,NA
102,81,54,122,0,0,1971,WODouglas,FDR,D,D,WHRehnquist,Nixon,R,R,81_102,2,1,0,NA
95,78,20,24,0,1,1961,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,78_95,1,1,1,NA
108,107,39,79,0,0,2007,DHSouter,Bush,R,R,CThomas,Bush,R,R,107_108,1,2,-1,NA
98,94,116,152,0,0,1969,PStewart,Eisenhower,R,R,TMarshall,LBJ,D,D,94_98,1,1,0,NA
101,100,136,167,0,1,1977,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,100_101,1,1,-1,NA
93,90,107,189,0,2,1957,EWarren,Eisenhower,R,R,CEWhittaker,Eisenhower,R,R,90_93,2,1,-1,NA
102,99,193,218,0,1,1985,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,99_102,1,1,-1,NA
97,92,90,102,0,0,1968,WJBrennan,Eisenhower,R,D,AFortas,LBJ,D,D,92_97,1,1,0,NA
109,108,62,96,0,0,2001,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,108_109,2,1,0,NA
103,98,144,215,0,1,1985,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,98_103,2,2,0,NA
109,104,84,110,0,0,1998,SDOConnor,Reagan,R,R,RBGinsburg,Clinton,D,D,104_109,1,1,0,NA
106,103,68,93,0,0,2005,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,1,-1,NA
98,92,133,139,0,0,1967,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,92_98,1,1,0,NA
101,100,156,237,0,1,1986,HABlackmun,Nixon,R,R,LFPowell,Nixon,R,D,100_101,2,1,-1,NA
107,95,120,151,0,0,1991,BRWhite,Kennedy,D,D,DHSouter,Bush,R,R,95_107,1,1,0,NA
107,102,45,80,0,0,2004,WHRehnquist,Nixon,R,R,DHSouter,Bush,R,R,102_107,1,1,-1,NA
107,98,74,128,0,0,1990,TMarshall,LBJ,D,D,DHSouter,Bush,R,R,98_107,2,1,0,NA
106,105,162,181,0,0,1989,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,105_106,1,1,-1,NA
104,92,90,180,0,0,1989,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,92_104,2,1,-1,NA
103,99,141,220,0,0,1983,WEBurger,Nixon,R,R,JPStevens,Ford,R,R,99_103,1,1,-1,NA
110,104,78,94,0,0,2003,SDOConnor,Reagan,R,R,SGBreyer,Clinton,D,D,104_110,2,1,0,NA
114,111,66,81,0,1,2015,JGRoberts,WBush,R,R,EKagan,Obama,D,D,111_114,1,1,0,NA
106,102,75,87,0,0,1987,WHRehnquist,Nixon,R,R,AMKennedy,Reagan,R,R,102_106,1,1,-1,NA
95,91,121,168,0,1,1966,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,91_95,1,1,0,NA
89,80,1,2,0,0,1956,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,80_89,1,1,1,NA
107,103,96,109,0,0,2002,JPStevens,Ford,R,R,DHSouter,Bush,R,R,103_107,1,1,-1,NA
110,109,98,111,0,0,1996,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,NA
104,103,122,194,0,0,1984,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,1,-1,NA
102,99,164,192,0,0,1978,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,99_102,1,1,-1,NA
106,105,121,141,0,0,1990,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,105_106,1,1,-1,NA
92,79,33,48,0,0,1956,SFReed,FDR,D,D,WJBrennan,Eisenhower,R,D,79_92,1,2,0,NA
111,109,58,98,0,0,2010,RBGinsburg,Clinton,D,D,JGRoberts,WBush,R,R,109_111,2,1,0,NA
108,95,88,127,0,0,1991,BRWhite,Kennedy,D,D,CThomas,Bush,R,R,95_108,1,1,0,NA
92,78,119,181,0,0,1968,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,1,1,0,NA
80,78,114,189,0,1,1946,HLBlack,FDR,D,D,FFrankfurter,FDR,D,I,78_80,1,1,1,NA
105,103,104,182,0,0,1989,JPStevens,Ford,R,R,AScalia,Reagan,R,R,103_105,2,1,-1,NA
108,106,83,107,0,1,1993,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,106_108,1,1,-1,NA
109,102,81,112,0,0,1995,WHRehnquist,Nixon,R,R,RBGinsburg,Clinton,D,D,102_109,1,1,0,NA
106,104,78,96,0,0,2003,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,2,2,-1,NA
90,88,114,172,0,0,1960,TCClark,Truman,D,D,EWarren,Eisenhower,R,R,88_90,1,2,0,NA
113,110,68,74,0,0,2014,SGBreyer,Clinton,D,D,SSotomayor,Obama,D,I,110_113,1,1,1,NA
112,106,79,94,0,0,2008,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,106_112,1,1,-1,NA
104,100,114,180,0,0,1989,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,100_104,2,1,-1,NA
95,88,139,160,0,0,1964,TCClark,Truman,D,D,BRWhite,Kennedy,D,D,88_95,1,1,1,NA
103,98,160,200,0,0,1987,TMarshall,LBJ,D,D,JPStevens,Ford,R,R,98_103,1,1,0,NA
109,104,73,106,0,0,2000,SDOConnor,Reagan,R,R,RBGinsburg,Clinton,D,D,104_109,2,1,0,NA
92,91,116,164,0,0,1964,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,91_92,1,1,-1,NA
111,107,51,94,0,0,2008,DHSouter,Bush,R,R,JGRoberts,WBush,R,R,107_111,2,1,-1,NA
102,98,119,199,0,0,1987,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,98_102,1,1,0,NA
112,110,28,45,0,0,2005,SGBreyer,Clinton,D,D,SAAlito,WBush,R,R,110_112,1,1,0,NA
113,105,54,84,0,0,2011,AScalia,Reagan,R,R,SSotomayor,Obama,D,I,105_113,1,1,0,NA
114,112,48,84,0,1,2012,SAAlito,WBush,R,R,EKagan,Obama,D,D,112_114,1,2,0,NA
81,79,34,56,0,0,1956,SFReed,FDR,D,D,WODouglas,FDR,D,D,79_81,1,2,1,NA
110,106,80,111,0,1,1998,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,1,1,0,NA
111,105,64,77,0,0,2014,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,105_111,2,2,-1,NA
94,92,128,204,0,0,1979,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,92_94,1,1,-1,NA
107,102,68,105,0,1,1999,WHRehnquist,Nixon,R,R,DHSouter,Bush,R,R,102_107,2,1,-1,NA
106,104,144,175,0,0,1988,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,1,1,-1,NA
108,106,85,105,0,0,1994,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,106_108,1,1,-1,NA
102,98,84,188,0,2,1980,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,98_102,1,1,0,NA
93,90,44,62,1,1,1961,EWarren,Eisenhower,R,R,CEWhittaker,Eisenhower,R,R,90_93,1,1,-1,NA
103,101,132,186,0,2,1980,LFPowell,Nixon,R,D,JPStevens,Ford,R,R,101_103,1,1,-1,NA
104,100,142,202,0,0,1982,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,100_104,1,1,-1,NA
110,104,26,28,0,0,2005,SDOConnor,Reagan,R,R,SGBreyer,Clinton,D,D,104_110,1,1,0,NA
92,90,157,173,0,1,1966,EWarren,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,90_92,1,1,-1,NA
88,81,80,117,0,2,1954,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,1,1,1,NA
94,88,125,158,0,0,1964,TCClark,Truman,D,D,PStewart,Eisenhower,R,R,88_94,1,1,0,NA
106,104,24,28,0,0,2005,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,1,1,-1,NA
87,86,109,120,0,1,1949,HHBurton,Truman,D,R,FMVinson,Truman,D,D,86_87,1,1,1,NA
106,95,108,143,0,0,1990,BRWhite,Kennedy,D,D,AMKennedy,Reagan,R,R,95_106,1,1,0,NA
105,103,50,105,0,1,1999,JPStevens,Ford,R,R,AScalia,Reagan,R,R,103_105,1,2,-1,NA
111,105,16,18,0,0,2015,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,105_111,1,1,-1,NA
97,90,194,227,0,0,1967,EWarren,Eisenhower,R,R,AFortas,LBJ,D,D,90_97,1,1,0,NA
80,79,86,142,0,6,1952,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,79_80,1,2,1,NA
100,78,8,9,0,0,1969,HLBlack,FDR,D,D,HABlackmun,Nixon,R,R,78_100,1,1,0,NA
90,89,85,128,0,2,1955,SMinton,Truman,D,D,EWarren,Eisenhower,R,R,89_90,1,1,0,NA
108,103,58,107,0,0,1995,JPStevens,Ford,R,R,CThomas,Bush,R,R,103_108,1,1,-1,NA
106,105,88,107,0,1,1993,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,105_106,1,1,-1,NA
102,100,169,200,0,0,1974,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,100_102,1,1,-1,NA
99,92,131,199,0,1,1974,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,92_99,1,1,-1,NA
100,94,8,9,0,0,1969,PStewart,Eisenhower,R,R,HABlackmun,Nixon,R,R,94_100,1,1,-1,NA
112,108,76,85,0,0,2011,CThomas,Bush,R,R,SAAlito,WBush,R,R,108_112,1,1,-1,NA
114,112,44,77,0,0,2014,SAAlito,WBush,R,R,EKagan,Obama,D,D,112_114,2,1,0,NA
89,78,73,110,0,1,1949,HLBlack,FDR,D,D,SMinton,Truman,D,D,78_89,1,1,1,NA
113,106,62,83,0,0,2011,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,106_113,1,1,0,NA
92,78,105,127,0,0,1956,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,2,2,0,NA
96,91,124,205,0,1,1962,JHarlan2,Eisenhower,R,R,AJGoldberg,Kennedy,D,D,91_96,1,1,0,NA
108,104,127,147,0,0,1992,SDOConnor,Reagan,R,R,CThomas,Bush,R,R,104_108,1,1,-1,NA
81,78,144,164,0,2,1958,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,1,1,1,NA
104,95,149,179,0,0,1988,BRWhite,Kennedy,D,D,SDOConnor,Reagan,R,R,95_104,1,1,0,NA
109,104,75,96,0,0,2003,SDOConnor,Reagan,R,R,RBGinsburg,Clinton,D,D,104_109,2,1,0,NA
90,80,88,149,0,0,1956,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,80_90,1,2,0,NA
110,102,76,110,0,0,1996,WHRehnquist,Nixon,R,R,SGBreyer,Clinton,D,D,102_110,1,1,0,NA
81,80,96,175,0,3,1948,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,80_81,1,2,1,NA
105,102,89,107,0,1,1993,WHRehnquist,Nixon,R,R,AScalia,Reagan,R,R,102_105,1,1,-1,NA
114,109,67,81,0,1,2015,RBGinsburg,Clinton,D,D,EKagan,Obama,D,D,109_114,1,1,1,NA
106,103,68,104,0,0,1994,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,1,-1,NA
81,80,76,152,0,0,1956,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,80_81,1,2,1,NA
87,80,150,189,0,1,1946,FFrankfurter,FDR,D,I,FMVinson,Truman,D,D,80_87,1,1,1,NA
112,105,72,85,0,0,2006,AScalia,Reagan,R,R,SAAlito,WBush,R,R,105_112,2,2,-1,NA
84,80,76,97,0,1,1953,FFrankfurter,FDR,D,I,RHJackson,FDR,D,D,80_84,1,1,1,NA
81,78,87,128,0,5,1951,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,1,1,1,NA
101,99,173,192,0,1,1974,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,99_101,1,1,-1,NA
110,108,57,95,0,0,2001,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,108_110,2,1,0,NA
97,92,141,166,0,0,1966,WJBrennan,Eisenhower,R,D,AFortas,LBJ,D,D,92_97,1,1,0,NA
114,106,73,81,0,1,2015,AMKennedy,Reagan,R,R,EKagan,Obama,D,D,106_114,1,1,0,NA
106,103,64,97,0,0,2003,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,2,-1,NA
85,78,136,177,0,4,1948,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,78_85,2,2,1,NA
99,92,120,228,0,0,1976,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,92_99,1,1,-1,NA
84,81,49,127,0,3,1952,WODouglas,FDR,D,D,RHJackson,FDR,D,D,81_84,2,1,1,NA
110,107,73,94,0,0,2008,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,107_110,2,2,0,NA
95,91,124,159,0,0,1964,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,91_95,1,1,0,NA
102,92,124,198,0,0,1987,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,92_102,1,1,-1,NA
95,78,115,172,0,0,1969,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,78_95,1,1,1,NA
93,90,35,46,0,0,1956,EWarren,Eisenhower,R,R,CEWhittaker,Eisenhower,R,R,90_93,2,1,-1,NA
96,94,161,206,0,1,1962,PStewart,Eisenhower,R,R,AJGoldberg,Kennedy,D,D,94_96,1,1,0,NA
109,108,47,93,0,0,2008,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,108_109,1,2,0,NA
88,81,121,174,0,1,1965,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,1,1,1,NA
104,103,62,110,0,0,1998,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,1,-1,NA
99,92,93,168,0,1,1977,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,92_99,1,1,-1,NA
100,94,133,205,0,0,1979,PStewart,Eisenhower,R,R,HABlackmun,Nixon,R,R,94_100,1,1,-1,NA
88,78,56,97,0,0,1953,HLBlack,FDR,D,D,TCClark,Truman,D,D,78_88,1,1,1,NA
107,103,81,94,0,0,2008,JPStevens,Ford,R,R,DHSouter,Bush,R,R,103_107,2,2,-1,NA
107,106,123,147,0,0,1992,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,106_107,1,1,-1,NA
86,81,3,4,0,0,1958,WODouglas,FDR,D,D,HHBurton,Truman,D,R,81_86,1,1,1,NA
80,78,94,142,0,6,1952,HLBlack,FDR,D,D,FFrankfurter,FDR,D,I,78_80,2,2,1,NA
113,105,66,104,0,0,2009,AScalia,Reagan,R,R,SSotomayor,Obama,D,I,105_113,2,1,0,NA
92,80,59,82,1,1,1961,FFrankfurter,FDR,D,I,WJBrennan,Eisenhower,R,D,80_92,1,1,0,NA
112,105,81,94,0,0,2008,AScalia,Reagan,R,R,SAAlito,WBush,R,R,105_112,1,1,-1,NA
94,80,134,164,0,0,1960,FFrankfurter,FDR,D,I,PStewart,Eisenhower,R,R,80_94,1,1,0,NA
108,107,95,126,0,0,1991,DHSouter,Bush,R,R,CThomas,Bush,R,R,107_108,1,1,-1,NA
86,84,74,97,0,1,1953,RHJackson,FDR,D,D,HHBurton,Truman,D,R,84_86,1,1,1,NA
80,79,116,175,0,4,1948,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,79_80,1,1,1,NA
103,102,84,152,0,0,1991,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,102_103,1,1,-1,NA
103,94,152,204,0,0,1979,PStewart,Eisenhower,R,R,JPStevens,Ford,R,R,94_103,1,1,-1,NA
105,100,130,197,0,0,1987,HABlackmun,Nixon,R,R,AScalia,Reagan,R,R,100_105,1,1,-1,NA
102,99,150,196,0,1,1977,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,99_102,1,1,-1,NA
99,94,161,200,0,1,1974,PStewart,Eisenhower,R,R,WEBurger,Nixon,R,R,94_99,1,1,-1,NA
99,81,78,165,0,1,1974,WODouglas,FDR,D,D,WEBurger,Nixon,R,R,81_99,1,1,0,NA
99,92,106,191,0,0,1978,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,92_99,1,1,-1,NA
102,92,111,230,0,0,1973,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,92_102,2,1,-1,NA
109,106,67,96,0,0,2001,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,106_109,2,1,0,NA
88,80,80,99,0,0,1953,FFrankfurter,FDR,D,I,TCClark,Truman,D,D,80_88,1,1,1,NA
113,111,65,83,0,0,2013,JGRoberts,WBush,R,R,SSotomayor,Obama,D,I,111_113,1,1,0,NA
106,105,95,112,0,1,1998,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,105_106,1,1,-1,NA
102,95,164,201,0,1,1974,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,95_102,1,1,0,NA
106,104,86,107,0,0,2002,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,1,1,-1,NA
84,81,80,142,0,0,1947,WODouglas,FDR,D,D,RHJackson,FDR,D,D,81_84,2,1,1,NA
98,92,155,163,0,0,1968,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,92_98,1,1,0,NA
86,82,83,150,0,1,1947,FMurphy,FDR,D,D,HHBurton,Truman,D,R,82_86,2,1,1,NA
103,101,150,239,0,1,1986,LFPowell,Nixon,R,D,JPStevens,Ford,R,R,101_103,1,2,-1,NA
104,103,63,106,0,0,2000,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,2,-1,NA
111,110,49,74,0,0,2007,SGBreyer,Clinton,D,D,JGRoberts,WBush,R,R,110_111,1,2,0,NA
92,81,124,165,0,0,1964,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,81_92,1,1,0,NA
87,81,98,175,0,4,1948,WODouglas,FDR,D,D,FMVinson,Truman,D,D,81_87,2,1,1,NA
89,87,101,114,0,4,1951,FMVinson,Truman,D,D,SMinton,Truman,D,D,87_89,1,1,1,NA
104,98,120,215,0,1,1985,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,98_104,2,1,0,NA
90,80,49,82,1,1,1961,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,80_90,1,1,0,NA
101,94,169,217,0,0,1972,PStewart,Eisenhower,R,R,LFPowell,Nixon,R,D,94_101,2,1,-1,NA
82,78,157,178,0,1,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,78_82,1,1,1,NA
89,78,80,118,0,2,1954,HLBlack,FDR,D,D,SMinton,Truman,D,D,78_89,1,1,1,NA
112,108,79,93,0,0,2008,CThomas,Bush,R,R,SAAlito,WBush,R,R,108_112,1,1,-1,NA
104,102,165,194,0,0,1984,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,102_104,1,1,-1,NA
86,78,82,122,0,1,1949,HLBlack,FDR,D,D,HHBurton,Truman,D,R,78_86,1,1,1,NA
102,100,127,188,0,2,1980,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,100_102,1,1,-1,NA
91,80,18,20,0,0,1954,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,80_91,1,1,0,NA
95,92,137,202,0,0,1982,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,92_95,1,1,0,NA
99,92,117,196,0,2,1980,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,92_99,1,1,-1,NA
104,92,122,217,0,0,1983,WJBrennan,Eisenhower,R,D,SDOConnor,Reagan,R,R,92_104,1,1,-1,NA
88,81,54,93,0,0,1953,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,1,1,1,NA
92,88,124,153,1,2,1961,TCClark,Truman,D,D,WJBrennan,Eisenhower,R,D,88_92,1,1,0,NA
84,78,68,128,0,3,1952,HLBlack,FDR,D,D,RHJackson,FDR,D,D,78_84,2,1,1,NA
87,81,18,28,0,1,1949,WODouglas,FDR,D,D,FMVinson,Truman,D,D,81_87,1,1,1,NA
112,111,63,77,0,0,2014,JGRoberts,WBush,R,R,SAAlito,WBush,R,R,111_112,2,2,-1,NA
110,104,96,123,0,0,1997,SDOConnor,Reagan,R,R,SGBreyer,Clinton,D,D,104_110,1,1,0,NA
98,95,102,139,0,0,1967,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,95_98,1,1,1,NA
98,92,147,174,0,1,1970,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,92_98,1,1,0,NA
99,94,142,173,0,0,1969,PStewart,Eisenhower,R,R,WEBurger,Nixon,R,R,94_99,1,1,-1,NA
100,92,131,191,0,0,1978,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,1,1,-1,NA
92,91,117,190,0,0,1957,JHarlan2,Eisenhower,R,R,WJBrennan,Eisenhower,R,D,91_92,1,2,-1,NA
97,91,67,100,0,0,1968,JHarlan2,Eisenhower,R,R,AFortas,LBJ,D,D,91_97,1,1,0,NA
100,95,130,181,0,0,1989,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,95_100,1,2,0,NA
91,80,90,112,0,1,1955,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,80_91,1,1,0,NA
103,95,133,203,0,0,1982,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,95_103,1,1,0,NA
89,79,108,134,0,4,1950,SFReed,FDR,D,D,SMinton,Truman,D,D,79_89,1,1,1,NA
81,80,81,118,0,2,1954,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,80_81,1,1,1,NA
111,110,74,110,0,0,2009,SGBreyer,Clinton,D,D,JGRoberts,WBush,R,R,110_111,1,2,0,NA
87,81,83,133,0,3,1950,WODouglas,FDR,D,D,FMVinson,Truman,D,D,81_87,1,1,1,NA
109,106,64,88,1,1,2012,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,106_109,1,2,0,NA
82,78,137,174,0,4,1948,HLBlack,FDR,D,D,FMurphy,FDR,D,D,78_82,2,2,1,NA
86,84,73,119,0,1,1949,RHJackson,FDR,D,D,HHBurton,Truman,D,R,84_86,1,1,1,NA
105,103,44,79,0,0,2007,JPStevens,Ford,R,R,AScalia,Reagan,R,R,103_105,1,2,-1,NA
96,81,183,212,0,1,1963,WODouglas,FDR,D,D,AJGoldberg,Kennedy,D,D,81_96,1,1,1,NA
110,109,57,75,0,0,2007,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,NA
86,78,70,129,0,5,1951,HLBlack,FDR,D,D,HHBurton,Truman,D,R,78_86,1,1,1,NA
103,95,107,152,0,0,1991,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,95_103,1,1,0,NA
107,102,67,109,0,0,2000,WHRehnquist,Nixon,R,R,DHSouter,Bush,R,R,102_107,2,1,-1,NA
103,102,118,187,0,0,1978,WHRehnquist,Nixon,R,R,JPStevens,Ford,R,R,102_103,1,1,-1,NA
87,81,65,136,0,5,1951,WODouglas,FDR,D,D,FMVinson,Truman,D,D,81_87,1,1,1,NA
95,92,116,196,0,0,1984,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,92_95,1,1,0,NA
92,81,185,224,0,0,1967,WODouglas,FDR,D,D,WJBrennan,Eisenhower,R,D,81_92,1,1,0,NA
99,94,157,190,0,0,1978,PStewart,Eisenhower,R,R,WEBurger,Nixon,R,R,94_99,1,1,-1,NA
104,102,98,112,0,0,1995,WHRehnquist,Nixon,R,R,SDOConnor,Reagan,R,R,102_104,1,1,-1,NA
101,98,124,206,0,1,1981,TMarshall,LBJ,D,D,LFPowell,Nixon,R,D,98_101,1,1,0,NA
102,98,82,182,0,0,1989,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,98_102,2,1,0,NA
